"age","gender","review","education","purchased"
22,"Other","Average","PhD",0
38,"Male","Good","High School",0
36,"Male","Good","Diploma",1
43,"Other","Excellent","Diploma",0
39,"Female","Poor","High School",0
22,"Female","Good","PhD",0
56,"Other","Good","High School",1
32,"Male","Poor","High School",1
18,"Other","Poor","Bachelor's",1
39,"Male","Poor","High School",0
28,"Female","Average","Diploma",0
55,"Male","Excellent","Master's",1
29,"Male","Average","High School",0
41,"Male","Good","Bachelor's",0
42,"Other","Excellent","PhD",0
56,"Other","Excellent","Diploma",0
60,"Other","Excellent","Bachelor's",1
42,"Female","Good","Bachelor's",0
18,"Male","Poor","PhD",0
52,"Other","Average","Bachelor's",0
68,"Male","Average","PhD",1
61,"Female","Good","Bachelor's",0
37,"Other","Terrible","Bachelor's",1
26,"Other","Excellent","PhD",1
47,"Other","Good","Bachelor's",0
40,"Female","Excellent","High School",0
53,"Other","Terrible","Bachelor's",0
65,"Other","Average","Master's",0
25,"Female","Poor","Master's",0
25,"Female","Excellent","Diploma",1
70,"Male","Poor","Diploma",0
34,"Female","Poor","Diploma",1
48,"Male","Excellent","Bachelor's",0
45,"Male","Terrible","Diploma",0
70,"Other","Terrible","Bachelor's",0
42,"Female","Excellent","PhD",0
62,"Other","Average","High School",0
20,"Female","Good","Diploma",1
31,"Female","Terrible","PhD",0
66,"Other","Poor","High School",1
54,"Female","Excellent","Master's",0
45,"Other","Good","PhD",1
64,"Male","Poor","Diploma",1
67,"Male","Poor","High School",0
47,"Other","Average","High School",1
40,"Female","Average","PhD",0
38,"Other","Average","PhD",0
21,"Other","Poor","Diploma",1
65,"Other","Good","PhD",0
68,"Male","Excellent","Bachelor's",1
50,"Male","Excellent","High School",1
53,"Other","Excellent","High School",0
59,"Female","Terrible","Master's",1
67,"Male","Good","PhD",0
28,"Female","Average","Master's",0
27,"Female","Excellent","High School",1
58,"Male","Poor","High School",1
44,"Female","Average","Bachelor's",1
34,"Other","Good","Bachelor's",0
48,"Other","Good","PhD",1
51,"Other","Terrible","Bachelor's",0
37,"Other","Good","PhD",0
69,"Female","Average","Diploma",1
25,"Male","Poor","Master's",1
47,"Other","Average","Diploma",1
27,"Female","Average","Diploma",1
26,"Male","Excellent","Diploma",0
55,"Female","Poor","Diploma",0
44,"Male","Terrible","High School",1
68,"Male","Good","Diploma",1
60,"Female","Average","PhD",0
18,"Female","Average","Bachelor's",0
63,"Male","Poor","High School",0
68,"Male","Poor","Master's",1
55,"Male","Average","Diploma",1
24,"Male","Excellent","Master's",1
65,"Female","Excellent","PhD",1
68,"Female","Excellent","Master's",0
58,"Female","Good","High School",1
34,"Male","Terrible","Bachelor's",0
68,"Female","Poor","High School",1
32,"Male","Good","High School",1
20,"Other","Average","Master's",0
28,"Female","Poor","Diploma",0
21,"Other","Average","Diploma",1
20,"Male","Good","PhD",0
64,"Other","Terrible","High School",1
41,"Male","Poor","PhD",1
18,"Male","Good","Master's",0
39,"Male","Terrible","PhD",1
61,"Male","Terrible","High School",0
67,"Female","Good","Diploma",0
37,"Male","Terrible","Master's",1
43,"Male","Poor","Diploma",1
41,"Other","Terrible","Master's",0
70,"Female","Poor","Diploma",0
64,"Female","Excellent","High School",1
67,"Other","Terrible","Master's",1
18,"Female","Excellent","Master's",1
30,"Other","Good","Master's",0
68,"Female","Excellent","Diploma",1
64,"Female","Poor","High School",0
20,"Female","Terrible","PhD",1
30,"Female","Average","Diploma",0
61,"Male","Good","PhD",0
54,"Female","Poor","Master's",0
57,"Female","Poor","High School",0
50,"Other","Excellent","Bachelor's",1
22,"Male","Poor","High School",0
59,"Other","Average","PhD",1
66,"Female","Terrible","PhD",1
37,"Female","Average","High School",0
23,"Male","Average","Bachelor's",1
45,"Female","Good","Master's",0
48,"Other","Average","Bachelor's",1
45,"Other","Excellent","Diploma",1
53,"Other","Excellent","PhD",0
36,"Female","Average","PhD",1
35,"Male","Excellent","High School",1
60,"Female","Terrible","Diploma",1
68,"Female","Poor","Master's",1
29,"Other","Terrible","Bachelor's",1
51,"Other","Excellent","Diploma",0
60,"Female","Good","Master's",1
69,"Female","Average","PhD",1
59,"Female","Excellent","PhD",0
68,"Female","Average","Bachelor's",0
57,"Female","Excellent","Master's",1
56,"Other","Poor","Bachelor's",1
67,"Male","Excellent","High School",0
64,"Other","Good","Bachelor's",0
67,"Other","Poor","PhD",1
54,"Other","Excellent","Bachelor's",0
28,"Female","Average","PhD",0
43,"Female","Excellent","Bachelor's",0
35,"Male","Good","Diploma",0
63,"Male","Terrible","Master's",1
22,"Other","Excellent","Diploma",1
22,"Male","Good","High School",1
68,"Male","Average","Diploma",0
39,"Male","Terrible","High School",1
37,"Other","Good","Master's",0
36,"Male","Poor","Bachelor's",0
54,"Female","Terrible","PhD",1
27,"Other","Excellent","High School",0
39,"Female","Average","PhD",0
48,"Male","Terrible","High School",1
44,"Other","Average","Diploma",0
55,"Other","Average","High School",1
65,"Other","Good","Diploma",1
35,"Male","Terrible","Diploma",1
52,"Female","Poor","PhD",0
27,"Other","Terrible","High School",0
51,"Female","Excellent","Diploma",0
60,"Male","Excellent","High School",1
38,"Other","Terrible","Master's",0
32,"Male","Excellent","Bachelor's",0
34,"Male","Excellent","High School",1
52,"Other","Excellent","Master's",1
57,"Other","Good","Diploma",1
43,"Other","Average","Master's",0
68,"Other","Terrible","Bachelor's",0
51,"Female","Good","Master's",0
21,"Female","Excellent","Bachelor's",0
40,"Male","Average","Master's",1
40,"Male","Excellent","Bachelor's",0
62,"Female","Excellent","Diploma",0
41,"Other","Good","Diploma",0
36,"Other","Poor","High School",1
34,"Male","Good","Diploma",1
43,"Female","Average","Diploma",0
65,"Male","Excellent","Bachelor's",0
20,"Male","Terrible","Master's",0
20,"Male","Poor","Master's",0
39,"Female","Good","High School",0
50,"Other","Good","PhD",1
55,"Female","Terrible","Diploma",1
29,"Male","Excellent","Master's",1
70,"Male","Average","High School",0
68,"Female","Excellent","Diploma",1
23,"Male","Excellent","High School",1
39,"Other","Good","High School",1
70,"Other","Excellent","Bachelor's",0
64,"Male","Excellent","Master's",1
18,"Female","Good","Bachelor's",1
60,"Other","Excellent","Bachelor's",1
37,"Female","Excellent","PhD",0
43,"Male","Terrible","Diploma",0
29,"Other","Good","Master's",1
34,"Male","Excellent","Diploma",0
40,"Male","Terrible","Diploma",0
45,"Female","Excellent","Diploma",0
21,"Male","Excellent","High School",1
60,"Other","Good","High School",0
69,"Male","Poor","Master's",1
34,"Male","Excellent","Master's",1
41,"Male","Terrible","Bachelor's",0
20,"Male","Terrible","Master's",1
45,"Female","Terrible","High School",0
28,"Female","Good","Diploma",1
36,"Other","Terrible","Master's",1
47,"Other","Excellent","High School",1
27,"Female","Terrible","Master's",0
37,"Other","Excellent","Master's",0
43,"Female","Good","Diploma",1
44,"Male","Average","Master's",1
36,"Female","Poor","Bachelor's",0
43,"Female","Excellent","High School",1
55,"Female","Good","Bachelor's",1
19,"Other","Poor","Diploma",1
64,"Male","Excellent","High School",0
30,"Male","Poor","PhD",1
70,"Female","Excellent","Master's",1
47,"Male","Good","High School",1
67,"Other","Good","PhD",0
28,"Other","Good","Bachelor's",0
59,"Other","Poor","Master's",0
31,"Other","Terrible","PhD",1
25,"Male","Terrible","Bachelor's",1
66,"Male","Excellent","Master's",1
31,"Male","Excellent","Master's",0
38,"Male","Good","PhD",0
30,"Male","Average","Master's",1
31,"Other","Terrible","Diploma",1
35,"Female","Excellent","Bachelor's",1
66,"Other","Terrible","High School",1
40,"Female","Excellent","Master's",1
51,"Other","Good","PhD",1
46,"Male","Average","Bachelor's",1
57,"Male","Good","PhD",0
55,"Female","Average","Diploma",0
70,"Other","Poor","High School",0
64,"Other","Good","PhD",1
32,"Male","Terrible","Master's",0
41,"Female","Terrible","High School",1
70,"Other","Excellent","High School",0
26,"Male","Average","PhD",0
26,"Female","Excellent","Master's",0
30,"Male","Poor","Bachelor's",0
19,"Other","Average","High School",0
58,"Female","Good","Diploma",0
28,"Male","Poor","PhD",0
26,"Male","Good","High School",0
68,"Male","Good","Diploma",0
62,"Male","Good","Master's",1
27,"Female","Poor","Master's",1
23,"Female","Terrible","PhD",0
37,"Male","Terrible","Diploma",1
58,"Other","Terrible","PhD",1
52,"Female","Excellent","Master's",1
44,"Male","Poor","High School",0
28,"Other","Average","PhD",1
32,"Female","Poor","Bachelor's",1
27,"Other","Excellent","Bachelor's",0
60,"Other","Terrible","High School",0
26,"Other","Terrible","PhD",0
30,"Other","Poor","Bachelor's",0
62,"Male","Poor","Diploma",0
69,"Female","Poor","PhD",1
34,"Female","Terrible","High School",1
61,"Female","Excellent","Master's",1
41,"Other","Good","Bachelor's",1
64,"Female","Excellent","Diploma",1
59,"Other","Average","Diploma",0
56,"Male","Average","Master's",1
24,"Female","Poor","Diploma",1
70,"Female","Good","Master's",0
45,"Female","Terrible","PhD",1
24,"Other","Average","Bachelor's",0
68,"Female","Good","Bachelor's",0
23,"Female","Excellent","Master's",0
34,"Other","Terrible","Master's",1
57,"Other","Terrible","Diploma",0
68,"Male","Poor","High School",0
29,"Other","Terrible","Master's",1
28,"Male","Excellent","Bachelor's",1
42,"Female","Terrible","Master's",0
40,"Male","Excellent","Diploma",0
68,"Male","Good","Master's",0
23,"Female","Poor","Master's",0
70,"Other","Average","High School",1
61,"Other","Terrible","High School",1
28,"Other","Poor","PhD",0
52,"Female","Excellent","Bachelor's",1
43,"Male","Good","Bachelor's",0
31,"Male","Poor","Diploma",0
68,"Other","Excellent","Diploma",1
44,"Female","Excellent","Diploma",0
30,"Female","Terrible","Bachelor's",1
37,"Female","Terrible","Master's",1
51,"Other","Good","High School",0
61,"Female","Excellent","Bachelor's",0
57,"Other","Excellent","Diploma",1
41,"Male","Average","High School",1
25,"Male","Good","Bachelor's",1
49,"Male","Poor","Master's",1
70,"Female","Good","Master's",1
43,"Male","Good","Bachelor's",1
45,"Other","Terrible","High School",1
20,"Male","Good","PhD",1
25,"Male","Excellent","Diploma",0
46,"Female","Excellent","High School",0
31,"Male","Average","Master's",1
66,"Female","Excellent","Master's",0
39,"Female","Excellent","Bachelor's",1
51,"Other","Excellent","High School",1
21,"Other","Excellent","Bachelor's",1
65,"Other","Excellent","Master's",1
37,"Other","Excellent","PhD",0
60,"Female","Average","Diploma",0
48,"Male","Terrible","Bachelor's",1
47,"Other","Poor","Bachelor's",1
41,"Female","Poor","Diploma",0
26,"Female","Good","Master's",1
60,"Other","Terrible","PhD",0
43,"Male","Excellent","Master's",1
41,"Other","Excellent","High School",0
64,"Other","Good","PhD",0
37,"Other","Average","Diploma",0
26,"Female","Average","Bachelor's",1
27,"Other","Terrible","Diploma",1
61,"Male","Poor","Bachelor's",0
43,"Other","Good","Diploma",0
62,"Female","Excellent","Diploma",0
64,"Male","Excellent","High School",0
64,"Female","Excellent","Master's",1
42,"Male","Excellent","PhD",1
65,"Male","Terrible","PhD",0
37,"Male","Poor","PhD",1
55,"Male","Poor","Master's",0
64,"Male","Good","Bachelor's",1
48,"Female","Average","Master's",1
63,"Female","Excellent","PhD",1
39,"Other","Poor","High School",1
52,"Male","Poor","PhD",0
61,"Other","Good","Bachelor's",1
40,"Male","Average","High School",0
64,"Male","Poor","Bachelor's",1
22,"Female","Terrible","High School",0
32,"Male","Average","Bachelor's",1
53,"Male","Good","PhD",1
54,"Other","Terrible","Bachelor's",1
38,"Other","Terrible","PhD",0
52,"Female","Good","PhD",1
28,"Male","Poor","Bachelor's",0
29,"Other","Excellent","High School",0
39,"Other","Excellent","Master's",1
30,"Male","Average","High School",1
41,"Other","Good","Bachelor's",0
68,"Female","Poor","Bachelor's",1
30,"Female","Terrible","Master's",0
53,"Other","Average","Master's",1
47,"Other","Poor","Master's",1
26,"Other","Average","PhD",0
26,"Male","Average","Master's",0
58,"Male","Terrible","PhD",0
26,"Female","Average","PhD",1
26,"Female","Poor","Bachelor's",0
36,"Male","Excellent","High School",1
22,"Other","Average","High School",1
32,"Male","Terrible","Diploma",1
52,"Male","Good","High School",1
50,"Female","Excellent","PhD",0
52,"Other","Good","High School",1
62,"Other","Good","High School",0
41,"Male","Terrible","High School",1
46,"Other","Poor","High School",0
54,"Female","Poor","Bachelor's",1
65,"Other","Good","PhD",1
33,"Female","Poor","Bachelor's",0
45,"Male","Average","Diploma",0
69,"Other","Good","Master's",0
67,"Female","Average","PhD",0
41,"Female","Poor","High School",1
54,"Male","Poor","PhD",0
57,"Other","Average","Master's",1
62,"Other","Average","Master's",1
29,"Female","Good","Master's",0
34,"Female","Poor","Diploma",0
52,"Female","Excellent","Bachelor's",0
30,"Other","Poor","Diploma",1
49,"Other","Good","PhD",1
40,"Other","Poor","Bachelor's",0
69,"Male","Excellent","Bachelor's",1
53,"Female","Good","High School",1
66,"Other","Good","Bachelor's",1
22,"Female","Good","Master's",1
28,"Male","Good","Master's",1
35,"Male","Terrible","PhD",0
41,"Other","Excellent","Diploma",1
31,"Male","Excellent","High School",0
60,"Male","Terrible","High School",0
60,"Female","Good","PhD",0
62,"Other","Excellent","Bachelor's",0
65,"Other","Poor","PhD",0
41,"Male","Excellent","PhD",0
63,"Other","Poor","Bachelor's",1
51,"Male","Good","Bachelor's",0
59,"Female","Poor","Master's",0
62,"Female","Poor","Bachelor's",0
58,"Male","Average","High School",0
25,"Other","Poor","Bachelor's",1
31,"Female","Average","High School",1
49,"Other","Average","PhD",0
70,"Male","Terrible","PhD",1
47,"Other","Terrible","High School",1
27,"Male","Excellent","PhD",1
69,"Male","Poor","High School",0
68,"Male","Excellent","Master's",1
60,"Male","Poor","Master's",0
69,"Male","Excellent","PhD",0
58,"Other","Poor","Bachelor's",0
29,"Female","Poor","Diploma",1
45,"Female","Terrible","Diploma",1
40,"Female","Excellent","Master's",1
32,"Female","Excellent","Master's",1
63,"Female","Excellent","High School",0
39,"Female","Poor","Master's",0
44,"Other","Good","PhD",0
28,"Female","Average","Bachelor's",0
50,"Other","Average","Diploma",0
35,"Male","Poor","PhD",1
29,"Other","Terrible","Bachelor's",0
61,"Female","Terrible","Master's",0
55,"Female","Average","Bachelor's",1
23,"Other","Good","Diploma",1
47,"Other","Excellent","High School",0
49,"Female","Terrible","Master's",1
21,"Other","Average","Diploma",1
38,"Other","Poor","Diploma",0
32,"Female","Average","Bachelor's",1
47,"Female","Average","PhD",1
26,"Other","Poor","Master's",1
22,"Male","Good","Master's",1
46,"Other","Average","Bachelor's",1
63,"Other","Good","High School",0
43,"Male","Poor","PhD",0
24,"Male","Average","Master's",0
39,"Male","Poor","Diploma",0
23,"Other","Poor","High School",1
34,"Female","Average","Bachelor's",0
53,"Male","Terrible","Bachelor's",1
56,"Male","Good","PhD",0
38,"Other","Terrible","PhD",0
48,"Male","Good","Diploma",1
36,"Female","Excellent","Master's",1
63,"Female","Poor","Diploma",1
57,"Male","Excellent","PhD",0
65,"Other","Terrible","Diploma",0
58,"Other","Good","High School",0
23,"Other","Terrible","High School",1
43,"Female","Excellent","PhD",0
27,"Other","Average","PhD",0
44,"Female","Average","Bachelor's",1
63,"Other","Good","Diploma",0
61,"Female","Excellent","Diploma",0
31,"Male","Good","PhD",0
26,"Female","Excellent","Diploma",1
34,"Other","Poor","Diploma",0
39,"Female","Terrible","Bachelor's",0
48,"Other","Poor","High School",0
54,"Other","Good","Master's",0
40,"Male","Excellent","High School",0
38,"Male","Terrible","High School",1
68,"Male","Poor","High School",1
45,"Male","Good","Bachelor's",1
50,"Male","Good","High School",0
27,"Female","Good","Diploma",0
33,"Other","Good","Bachelor's",0
18,"Female","Excellent","Bachelor's",0
60,"Male","Terrible","High School",0
49,"Male","Poor","Diploma",0
47,"Other","Excellent","Master's",1
52,"Female","Terrible","Diploma",1
50,"Female","Good","Bachelor's",0
57,"Female","Excellent","Master's",1
47,"Male","Average","Master's",0
56,"Other","Average","Master's",1
28,"Female","Good","High School",1
61,"Female","Poor","Master's",1
35,"Female","Poor","Diploma",1
29,"Female","Poor","Diploma",0
68,"Male","Poor","Diploma",1
61,"Male","Terrible","Bachelor's",1
40,"Male","Poor","Bachelor's",0
19,"Male","Average","Bachelor's",1
50,"Other","Average","Diploma",1
20,"Female","Terrible","High School",1
41,"Male","Excellent","Bachelor's",0
64,"Male","Terrible","Master's",1
49,"Male","Excellent","Master's",0
62,"Male","Excellent","Master's",0
23,"Other","Excellent","PhD",0
52,"Other","Terrible","Bachelor's",0
64,"Other","Terrible","Master's",0
22,"Other","Terrible","High School",0
58,"Male","Poor","High School",0
18,"Female","Average","PhD",0
49,"Other","Excellent","PhD",1
48,"Other","Terrible","Master's",1
67,"Other","Average","Bachelor's",1
23,"Male","Average","High School",1
46,"Other","Good","Bachelor's",1
50,"Other","Terrible","PhD",0
69,"Male","Excellent","High School",0
28,"Male","Excellent","Bachelor's",1
34,"Other","Average","Bachelor's",0
65,"Other","Excellent","Diploma",0
55,"Male","Poor","Diploma",1
44,"Male","Poor","Master's",0
18,"Female","Poor","Bachelor's",1
46,"Female","Excellent","High School",0
20,"Other","Terrible","Master's",0
45,"Female","Terrible","Master's",1
26,"Female","Excellent","Bachelor's",0
21,"Female","Terrible","Bachelor's",1
43,"Male","Average","Master's",0
29,"Male","Excellent","PhD",0
66,"Other","Excellent","Diploma",0
28,"Female","Poor","Master's",0
20,"Other","Terrible","Master's",0
53,"Other","Good","Master's",0
23,"Female","Poor","Bachelor's",0
22,"Female","Excellent","Bachelor's",1
45,"Female","Poor","Master's",0
51,"Male","Average","High School",1
26,"Female","Average","High School",0
45,"Female","Poor","Bachelor's",0
62,"Other","Good","Bachelor's",0
40,"Other","Good","High School",1
60,"Male","Excellent","PhD",1
41,"Female","Good","Master's",0
19,"Male","Excellent","High School",1
61,"Other","Good","Bachelor's",0
29,"Female","Terrible","High School",1
63,"Male","Average","Master's",0
53,"Male","Good","Bachelor's",0
42,"Male","Excellent","PhD",1
67,"Female","Excellent","Master's",0
25,"Other","Average","Diploma",0
62,"Male","Terrible","High School",0
35,"Female","Terrible","Diploma",1
61,"Other","Good","High School",1
57,"Female","Excellent","High School",0
57,"Male","Excellent","PhD",1
25,"Male","Excellent","Diploma",0
67,"Male","Average","Bachelor's",0
67,"Female","Average","High School",0
27,"Male","Good","Master's",0
49,"Male","Average","PhD",1
64,"Male","Average","Diploma",1
58,"Female","Poor","Bachelor's",1
44,"Female","Average","Master's",1
64,"Male","Good","Master's",0
20,"Other","Excellent","Master's",1
44,"Female","Poor","High School",1
36,"Female","Average","PhD",1
49,"Female","Terrible","Bachelor's",0
66,"Female","Good","High School",1
40,"Male","Poor","PhD",1
22,"Female","Average","PhD",1
41,"Other","Average","Diploma",0
67,"Female","Good","PhD",0
61,"Other","Excellent","High School",1
28,"Female","Terrible","Master's",0
52,"Other","Average","High School",0
47,"Female","Good","Bachelor's",1
61,"Female","Terrible","High School",1
57,"Male","Good","Diploma",0
25,"Other","Poor","Bachelor's",0
29,"Male","Terrible","PhD",1
66,"Female","Average","Diploma",0
65,"Other","Good","Master's",1
70,"Female","Good","High School",0
44,"Male","Good","High School",0
24,"Female","Good","Master's",0
19,"Other","Excellent","PhD",1
45,"Male","Terrible","High School",0
35,"Female","Excellent","Bachelor's",0
47,"Female","Poor","Master's",0
29,"Male","Terrible","Bachelor's",0
19,"Female","Average","High School",1
42,"Male","Excellent","PhD",1
46,"Male","Terrible","PhD",1
23,"Female","Poor","Master's",1
56,"Other","Terrible","Master's",0
25,"Female","Poor","PhD",1
45,"Female","Poor","High School",1
50,"Female","Excellent","Diploma",0
24,"Female","Terrible","Bachelor's",1
22,"Male","Poor","Bachelor's",0
51,"Male","Terrible","Master's",0
29,"Female","Terrible","Master's",1
33,"Other","Average","PhD",0
21,"Other","Good","PhD",1
43,"Female","Good","Bachelor's",0
55,"Other","Poor","High School",1
24,"Other","Terrible","High School",1
30,"Female","Poor","Master's",0
35,"Other","Terrible","Bachelor's",0
37,"Male","Average","Bachelor's",0
47,"Male","Average","High School",0
50,"Other","Terrible","Master's",1
68,"Female","Excellent","High School",1
26,"Male","Terrible","High School",1
65,"Other","Average","Diploma",0
57,"Male","Average","Bachelor's",1
18,"Female","Excellent","Bachelor's",0
22,"Female","Average","Diploma",0
19,"Female","Excellent","Bachelor's",0
51,"Other","Average","Master's",1
48,"Other","Poor","PhD",0
52,"Male","Poor","PhD",1
66,"Female","Terrible","High School",0
46,"Male","Poor","PhD",0
18,"Female","Good","Bachelor's",0
34,"Male","Poor","PhD",0
36,"Other","Average","Master's",0
43,"Female","Excellent","Master's",1
58,"Female","Average","PhD",1
45,"Other","Excellent","Diploma",0
66,"Female","Average","Master's",1
43,"Other","Poor","Bachelor's",1
32,"Male","Excellent","Master's",0
63,"Other","Excellent","Diploma",0
57,"Female","Terrible","Bachelor's",0
66,"Male","Poor","PhD",0
44,"Male","Poor","Master's",0
50,"Other","Poor","PhD",1
70,"Other","Average","Diploma",1
23,"Female","Excellent","Diploma",0
56,"Female","Average","Master's",0
36,"Other","Average","Diploma",0
55,"Other","Average","High School",1
31,"Male","Poor","Bachelor's",1
47,"Male","Good","High School",0
21,"Other","Good","High School",1
27,"Male","Good","High School",0
39,"Other","Excellent","High School",1
23,"Other","Poor","Diploma",1
54,"Male","Poor","PhD",0
58,"Other","Poor","Diploma",0
55,"Other","Poor","PhD",0
38,"Other","Average","Diploma",1
36,"Male","Poor","Diploma",0
47,"Male","Average","Bachelor's",0
25,"Female","Poor","Master's",1
24,"Female","Poor","High School",1
65,"Male","Poor","PhD",0
54,"Female","Good","Master's",0
27,"Female","Excellent","High School",0
30,"Other","Poor","Bachelor's",0
51,"Male","Poor","Diploma",1
43,"Male","Terrible","Diploma",0
36,"Female","Poor","PhD",1
37,"Female","Poor","Master's",0
38,"Male","Poor","High School",0
28,"Male","Terrible","High School",1
38,"Other","Average","Bachelor's",0
24,"Female","Average","Master's",1
21,"Male","Good","Bachelor's",1
30,"Other","Good","PhD",0
63,"Female","Good","High School",0
52,"Other","Excellent","Diploma",1
66,"Other","Average","Diploma",0
43,"Female","Poor","PhD",0
48,"Male","Average","Master's",1
45,"Female","Poor","Master's",0
56,"Male","Poor","High School",1
59,"Male","Average","PhD",0
19,"Other","Terrible","Bachelor's",1
53,"Male","Average","PhD",1
53,"Male","Average","PhD",0
64,"Male","Good","Diploma",0
49,"Female","Terrible","PhD",1
69,"Other","Average","Diploma",0
28,"Male","Terrible","Diploma",0
58,"Other","Good","High School",0
67,"Other","Excellent","High School",0
56,"Female","Average","PhD",1
34,"Female","Average","High School",1
44,"Male","Excellent","Bachelor's",0
55,"Female","Excellent","Diploma",0
57,"Male","Average","Master's",0
58,"Male","Poor","PhD",0
45,"Female","Poor","High School",0
58,"Male","Good","Bachelor's",0
39,"Male","Average","Diploma",1
67,"Female","Excellent","Bachelor's",1
60,"Other","Good","High School",1
53,"Male","Terrible","Bachelor's",1
63,"Male","Terrible","Master's",1
61,"Male","Poor","Master's",0
41,"Male","Average","Master's",0
60,"Male","Average","Bachelor's",0
42,"Female","Poor","Diploma",1
25,"Female","Average","Master's",0
36,"Other","Terrible","Master's",0
52,"Other","Excellent","High School",0
53,"Other","Average","Diploma",0
47,"Male","Average","Master's",0
40,"Male","Poor","Diploma",1
50,"Male","Terrible","PhD",1
23,"Other","Terrible","High School",0
68,"Male","Terrible","PhD",0
59,"Male","Poor","Diploma",0
46,"Male","Poor","PhD",0
38,"Female","Excellent","Bachelor's",0
38,"Female","Average","High School",1
23,"Other","Poor","Bachelor's",0
18,"Female","Terrible","Diploma",0
51,"Other","Poor","High School",0
58,"Female","Terrible","PhD",1
24,"Female","Poor","PhD",1
30,"Male","Terrible","PhD",1
26,"Other","Terrible","Bachelor's",1
43,"Male","Average","Master's",0
59,"Male","Poor","Master's",0
61,"Other","Terrible","High School",0
68,"Male","Excellent","Diploma",1
55,"Female","Average","High School",1
37,"Other","Terrible","Diploma",0
68,"Female","Average","Diploma",0
54,"Male","Terrible","High School",1
60,"Female","Terrible","Bachelor's",0
68,"Other","Good","High School",0
45,"Male","Average","PhD",1
41,"Female","Terrible","Master's",1
47,"Other","Excellent","High School",1
58,"Other","Excellent","Bachelor's",1
24,"Female","Poor","High School",1
46,"Other","Terrible","High School",1
70,"Male","Terrible","PhD",1
26,"Female","Poor","PhD",1
33,"Female","Excellent","Master's",1
44,"Other","Excellent","Diploma",0
36,"Other","Terrible","Bachelor's",1
41,"Male","Terrible","Bachelor's",0
68,"Male","Average","PhD",0
36,"Male","Terrible","Master's",1
36,"Other","Excellent","PhD",0
18,"Female","Excellent","Master's",0
60,"Female","Poor","Bachelor's",0
24,"Female","Good","PhD",1
64,"Female","Excellent","Diploma",1
44,"Male","Terrible","PhD",1
44,"Male","Excellent","Master's",1
36,"Female","Poor","High School",0
21,"Male","Poor","High School",1
55,"Female","Poor","Bachelor's",0
24,"Other","Average","Diploma",0
51,"Female","Poor","Master's",0
61,"Other","Good","PhD",1
63,"Female","Poor","PhD",1
19,"Other","Poor","PhD",0
39,"Male","Excellent","PhD",1
59,"Female","Poor","PhD",1
44,"Female","Average","Master's",1
49,"Female","Good","Bachelor's",0
24,"Other","Good","Diploma",0
25,"Female","Average","Master's",0
45,"Other","Good","Diploma",0
19,"Male","Poor","High School",0
60,"Male","Poor","PhD",1
53,"Male","Terrible","Master's",0
41,"Male","Average","High School",0
53,"Female","Poor","Master's",0
53,"Other","Good","PhD",1
43,"Female","Poor","Master's",0
62,"Female","Terrible","PhD",1
55,"Male","Good","Master's",1
46,"Other","Average","High School",0
26,"Male","Good","Diploma",1
45,"Male","Excellent","Master's",0
65,"Female","Poor","Diploma",0
46,"Female","Good","High School",0
30,"Female","Excellent","High School",1
37,"Male","Average","PhD",1
58,"Other","Good","PhD",1
47,"Male","Terrible","PhD",0
22,"Male","Average","Diploma",0
55,"Male","Excellent","High School",1
26,"Female","Average","Diploma",1
60,"Female","Terrible","PhD",0
51,"Other","Poor","High School",0
54,"Other","Excellent","Diploma",1
29,"Female","Good","High School",1
31,"Female","Excellent","High School",0
64,"Male","Average","PhD",1
54,"Other","Average","Diploma",0
22,"Other","Good","High School",1
64,"Male","Good","Diploma",1
42,"Male","Excellent","High School",1
42,"Female","Excellent","Master's",1
45,"Female","Terrible","High School",0
37,"Other","Good","Diploma",1
33,"Female","Good","PhD",1
33,"Male","Poor","High School",0
38,"Male","Excellent","High School",1
59,"Female","Poor","Master's",0
48,"Other","Excellent","Master's",1
20,"Other","Excellent","High School",0
67,"Female","Excellent","Master's",1
70,"Other","Excellent","Bachelor's",1
23,"Other","Excellent","Diploma",1
29,"Male","Average","PhD",1
19,"Male","Good","Bachelor's",0
64,"Female","Poor","Bachelor's",0
45,"Other","Poor","Bachelor's",1
39,"Other","Poor","PhD",0
63,"Female","Good","PhD",1
59,"Male","Good","High School",0
62,"Female","Good","Master's",0
58,"Male","Poor","High School",1
58,"Male","Excellent","Master's",0
70,"Male","Terrible","Diploma",1
42,"Other","Poor","Diploma",0
31,"Other","Excellent","PhD",1
34,"Female","Good","Master's",1
62,"Male","Good","Master's",1
28,"Male","Average","PhD",0
46,"Other","Terrible","PhD",0
52,"Female","Poor","High School",1
29,"Male","Poor","Diploma",1
55,"Male","Excellent","High School",0
19,"Male","Poor","Master's",0
65,"Male","Poor","Master's",0
52,"Male","Poor","Master's",0
22,"Male","Terrible","Bachelor's",0
39,"Other","Good","Master's",0
33,"Female","Poor","Bachelor's",1
31,"Female","Terrible","Diploma",0
59,"Female","Terrible","PhD",0
52,"Male","Average","High School",0
34,"Female","Terrible","High School",0
23,"Male","Average","High School",1
63,"Other","Excellent","Bachelor's",0
43,"Male","Terrible","Bachelor's",0
27,"Male","Average","High School",0
34,"Other","Poor","Diploma",0
58,"Female","Terrible","High School",0
49,"Male","Average","PhD",1
60,"Male","Terrible","PhD",1
